x	y	label	key	clickSelects	showSelected1	group
4.841	61.3984146341463	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
4.643	61.7008536585366	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
4.466	62.078512195122	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
4.312	62.5510487804878	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
4.177	63.1216341463415	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
4.064	63.7818292682927	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
3.971	64.4997073170732	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
3.897	65.2317804878049	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
3.839	65.93	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
3.79	66.5583414634146	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
3.745	67.1023414634146	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
3.698	67.5615365853659	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
3.644	67.9504634146342	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
3.581	68.3041219512195	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
3.507	68.6475121951219	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
3.421	68.9900731707317	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
3.324	69.3337804878049	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
3.219	69.6715365853659	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
3.11	69.9952682926829	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
3.003	70.2994390243903	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
2.901	70.5870243902439	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
2.805	70.867512195122	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
2.718	71.1503902439024	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
2.64	71.444756097561	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
2.571	71.7561219512195	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
2.509	72.0825365853659	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
2.455	72.4210731707317	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
2.406	72.7642926829268	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
2.363	73.1012195121951	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
2.322	73.4222926829268	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
2.282	73.722512195122	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
2.245	73.998756097561	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
2.209	74.2494146341463	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
2.176	74.4788780487805	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
2.145	74.6910975609756	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
2.116	74.8895853658537	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
2.09	75.0768780487805	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
2.065	75.2560731707317	French Polynesia	French Polynesia	French Polynesia	French Polynesia	68
6.275	38.462243902439	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
6.278	39.059512195122	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
6.278	39.7173902439024	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
6.275	40.4378780487805	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
6.268	41.216487804878	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
6.258	42.0371951219512	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
6.244	42.8795609756098	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
6.227	43.717487804878	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
6.208	44.5309024390244	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
6.187	45.3082195121951	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
6.163	46.0409268292683	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
6.137	46.7274634146342	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
6.108	47.3813170731707	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
6.077	48.0148292682927	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
6.041	48.6373658536585	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
6	49.270512195122	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
5.954	49.9388536585366	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
5.9	50.6492926829268	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
5.839	51.3934634146342	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
5.771	52.1527073170732	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
5.694	52.8837073170732	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
5.609	53.5312926829268	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
5.515	54.0581219512195	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
5.415	54.4456341463415	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
5.312	54.7004390243902	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
5.21	54.8522682926829	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
5.11	54.9490731707317	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
5.018	55.0516097560976	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.934	55.2028048780488	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.861	55.4220243902439	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.802	55.7093414634146	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.757	56.0470731707317	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.724	56.3991951219512	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.701	56.7384634146342	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.685	57.0559268292683	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.671	57.3519512195122	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.654	57.6308536585366	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.631	57.9062926829268	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.599	58.189512195122	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.557	58.4848780487805	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.507	58.7957804878049	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.451	59.124756097561	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.392	59.4689024390244	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.335	59.8253170731707	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.28	60.1925365853659	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.227	60.5666097560976	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.175	60.9445609756098	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.122	61.3239024390244	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.067	61.7011707317073	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
4.01	62.0739024390244	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
3.951	62.4406097560976	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
3.891	62.8008048780488	Papua New Guinea	Papua New Guinea	Papua New Guinea	Papua New Guinea	149
7.148	57.81	Philippines	Philippines	Philippines	Philippines	152
7.087	58.1193658536585	Philippines	Philippines	Philippines	Philippines	152
7.02	58.4254634146342	Philippines	Philippines	Philippines	Philippines	152
6.947	58.7292195121951	Philippines	Philippines	Philippines	Philippines	152
6.867	59.0301707317073	Philippines	Philippines	Philippines	Philippines	152
6.781	59.3278292682927	Philippines	Philippines	Philippines	Philippines	152
6.689	59.6217804878049	Philippines	Philippines	Philippines	Philippines	152
6.589	59.9100975609756	Philippines	Philippines	Philippines	Philippines	152
6.485	60.1933902439024	Philippines	Philippines	Philippines	Philippines	152
6.376	60.4707073170732	Philippines	Philippines	Philippines	Philippines	152
6.264	60.7420731707317	Philippines	Philippines	Philippines	Philippines	152
6.152	61.0070243902439	Philippines	Philippines	Philippines	Philippines	152
6.041	61.2660243902439	Philippines	Philippines	Philippines	Philippines	152
5.931	61.5205609756098	Philippines	Philippines	Philippines	Philippines	152
5.824	61.7701219512195	Philippines	Philippines	Philippines	Philippines	152
5.718	62.015243902439	Philippines	Philippines	Philippines	Philippines	152
5.613	62.2548780487805	Philippines	Philippines	Philippines	Philippines	152
5.506	62.4905609756098	Philippines	Philippines	Philippines	Philippines	152
5.399	62.7212682926829	Philippines	Philippines	Philippines	Philippines	152
5.29	62.9474878048781	Philippines	Philippines	Philippines	Philippines	152
5.183	63.1697317073171	Philippines	Philippines	Philippines	Philippines	152
5.078	63.387	Philippines	Philippines	Philippines	Philippines	152
4.978	63.5998048780488	Philippines	Philippines	Philippines	Philippines	152
4.883	63.8091219512195	Philippines	Philippines	Philippines	Philippines	152
4.795	64.0134634146341	Philippines	Philippines	Philippines	Philippines	152
4.712	64.2143414634147	Philippines	Philippines	Philippines	Philippines	152
4.632	64.4112195121951	Philippines	Philippines	Philippines	Philippines	152
4.554	64.6036097560976	Philippines	Philippines	Philippines	Philippines	152
4.476	64.7925365853659	Philippines	Philippines	Philippines	Philippines	152
4.397	64.9779512195122	Philippines	Philippines	Philippines	Philippines	152
4.32	65.1593902439025	Philippines	Philippines	Philippines	Philippines	152
4.246	65.3373658536585	Philippines	Philippines	Philippines	Philippines	152
4.177	65.5123658536585	Philippines	Philippines	Philippines	Philippines	152
4.113	65.6843902439025	Philippines	Philippines	Philippines	Philippines	152
4.056	65.8529512195122	Philippines	Philippines	Philippines	Philippines	152
4.006	66.0185365853659	Philippines	Philippines	Philippines	Philippines	152
3.962	66.1806341463415	Philippines	Philippines	Philippines	Philippines	152
3.923	66.339756097561	Philippines	Philippines	Philippines	Philippines	152
3.888	66.4953902439025	Philippines	Philippines	Philippines	Philippines	152
3.852	66.6480243902439	Philippines	Philippines	Philippines	Philippines	152
3.814	66.7951463414634	Philippines	Philippines	Philippines	Philippines	152
3.767	66.934243902439	Philippines	Philippines	Philippines	Philippines	152
3.71	67.0638048780488	Philippines	Philippines	Philippines	Philippines	152
3.643	67.1893658536585	Philippines	Philippines	Philippines	Philippines	152
3.568	67.3139512195122	Philippines	Philippines	Philippines	Philippines	152
3.486	67.4471463414634	Philippines	Philippines	Philippines	Philippines	152
3.404	67.6	Philippines	Philippines	Philippines	Philippines	152
3.325	67.7800975609756	Philippines	Philippines	Philippines	Philippines	152
3.255	67.9889268292683	Philippines	Philippines	Philippines	Philippines	152
3.194	68.225512195122	Philippines	Philippines	Philippines	Philippines	152
3.142	68.4843170731707	Philippines	Philippines	Philippines	Philippines	152
3.099	68.7572926829268	Philippines	Philippines	Philippines	Philippines	152
6.6	46.642756097561	Pakistan	Pakistan	Pakistan	Pakistan	146
6.6	47.3273658536585	Pakistan	Pakistan	Pakistan	Pakistan	146
6.6	48.004	Pakistan	Pakistan	Pakistan	Pakistan	146
6.6	48.6746585365854	Pakistan	Pakistan	Pakistan	Pakistan	146
6.6	49.3373658536585	Pakistan	Pakistan	Pakistan	Pakistan	146
6.6	49.9961219512195	Pakistan	Pakistan	Pakistan	Pakistan	146
6.6	50.6504634146342	Pakistan	Pakistan	Pakistan	Pakistan	146
6.6	51.3013658536585	Pakistan	Pakistan	Pakistan	Pakistan	146
6.6	51.9462926829268	Pakistan	Pakistan	Pakistan	Pakistan	146
6.6	52.5806829268293	Pakistan	Pakistan	Pakistan	Pakistan	146
6.601	53.2014634146341	Pakistan	Pakistan	Pakistan	Pakistan	146
6.602	53.8020487804878	Pakistan	Pakistan	Pakistan	Pakistan	146
6.605	54.3793658536585	Pakistan	Pakistan	Pakistan	Pakistan	146
6.608	54.9284146341464	Pakistan	Pakistan	Pakistan	Pakistan	146
6.611	55.4466829268293	Pakistan	Pakistan	Pakistan	Pakistan	146
6.612	55.9317073170732	Pakistan	Pakistan	Pakistan	Pakistan	146
6.608	56.3830487804878	Pakistan	Pakistan	Pakistan	Pakistan	146
6.599	56.8043170731707	Pakistan	Pakistan	Pakistan	Pakistan	146
6.583	57.1975853658537	Pakistan	Pakistan	Pakistan	Pakistan	146
6.561	57.5674146341464	Pakistan	Pakistan	Pakistan	Pakistan	146
6.535	57.9148292682927	Pakistan	Pakistan	Pakistan	Pakistan	146
6.508	58.2423658536585	Pakistan	Pakistan	Pakistan	Pakistan	146
6.483	58.5519756097561	Pakistan	Pakistan	Pakistan	Pakistan	146
6.46	58.8481463414634	Pakistan	Pakistan	Pakistan	Pakistan	146
6.436	59.1338780487805	Pakistan	Pakistan	Pakistan	Pakistan	146
6.407	59.4131707317073	Pakistan	Pakistan	Pakistan	Pakistan	146
6.367	59.6880487804878	Pakistan	Pakistan	Pakistan	Pakistan	146
6.31	59.961	Pakistan	Pakistan	Pakistan	Pakistan	146
6.234	60.230512195122	Pakistan	Pakistan	Pakistan	Pakistan	146
6.138	60.4990731707317	Pakistan	Pakistan	Pakistan	Pakistan	146
6.024	60.7671951219512	Pakistan	Pakistan	Pakistan	Pakistan	146
5.899	61.0333414634146	Pakistan	Pakistan	Pakistan	Pakistan	146
5.767	61.2950243902439	Pakistan	Pakistan	Pakistan	Pakistan	146
5.634	61.5517317073171	Pakistan	Pakistan	Pakistan	Pakistan	146
5.499	61.8019756097561	Pakistan	Pakistan	Pakistan	Pakistan	146
5.359	62.0457317073171	Pakistan	Pakistan	Pakistan	Pakistan	146
5.208	62.282	Pakistan	Pakistan	Pakistan	Pakistan	146
5.042	62.5123170731707	Pakistan	Pakistan	Pakistan	Pakistan	146
4.861	62.7351707317073	Pakistan	Pakistan	Pakistan	Pakistan	146
4.669	62.9525365853659	Pakistan	Pakistan	Pakistan	Pakistan	146
4.474	63.1619512195122	Pakistan	Pakistan	Pakistan	Pakistan	146
4.29	63.3623902439024	Pakistan	Pakistan	Pakistan	Pakistan	146
4.126	63.5533658536585	Pakistan	Pakistan	Pakistan	Pakistan	146
3.987	63.7388536585366	Pakistan	Pakistan	Pakistan	Pakistan	146
3.874	63.9208048780488	Pakistan	Pakistan	Pakistan	Pakistan	146
3.786	64.1046829268293	Pakistan	Pakistan	Pakistan	Pakistan	146
3.714	64.2974390243903	Pakistan	Pakistan	Pakistan	Pakistan	146
3.648	64.5025365853659	Pakistan	Pakistan	Pakistan	Pakistan	146
3.579	64.7219512195122	Pakistan	Pakistan	Pakistan	Pakistan	146
3.504	64.9552195121951	Pakistan	Pakistan	Pakistan	Pakistan	146
3.423	65.1988536585366	Pakistan	Pakistan	Pakistan	Pakistan	146
3.336	65.4489024390244	Pakistan	Pakistan	Pakistan	Pakistan	146
2.98	67.6804878048781	Poland	Poland	Poland	Poland	153
2.83	67.7780487804878	Poland	Poland	Poland	Poland	153
2.72	67.4268292682927	Poland	Poland	Poland	Poland	153
2.697	68.3756097560976	Poland	Poland	Poland	Poland	153
2.57	68.6292682926829	Poland	Poland	Poland	Poland	153
2.52	69.4292682926829	Poland	Poland	Poland	Poland	153
2.34	69.8268292682927	Poland	Poland	Poland	Poland	153
2.33	69.4243902439024	Poland	Poland	Poland	Poland	153
2.24	70.219512195122	Poland	Poland	Poland	Poland	153
2.2	69.719512195122	Poland	Poland	Poland	Poland	153
2.2	69.8682926829268	Poland	Poland	Poland	Poland	153
2.25	69.6121951219512	Poland	Poland	Poland	Poland	153
2.235	70.6658536585366	Poland	Poland	Poland	Poland	153
2.255	70.6634146341463	Poland	Poland	Poland	Poland	153
2.26	71.1170731707317	Poland	Poland	Poland	Poland	153
2.27	70.5609756097561	Poland	Poland	Poland	Poland	153
2.302	70.6560975609756	Poland	Poland	Poland	Poland	153
2.23	70.4024390243902	Poland	Poland	Poland	Poland	153
2.205	70.3512195121951	Poland	Poland	Poland	Poland	153
2.28	70.7512195121951	Poland	Poland	Poland	Poland	153
2.276	70.0975609756098	Poland	Poland	Poland	Poland	153
2.235	71.0512195121951	Poland	Poland	Poland	Poland	153
2.336	71.1024390243903	Poland	Poland	Poland	Poland	153
2.416	71	Poland	Poland	Poland	Poland	153
2.372	70.8	Poland	Poland	Poland	Poland	153
2.329	70.5487804878049	Poland	Poland	Poland	Poland	153
2.22	70.8487804878049	Poland	Poland	Poland	Poland	153
2.154	70.8975609756098	Poland	Poland	Poland	Poland	153
2.13	71.3317073170732	Poland	Poland	Poland	Poland	153
2.078	71.0439024390244	Poland	Poland	Poland	Poland	153
2.04	70.890243902439	Poland	Poland	Poland	Poland	153
2.05	70.5878048780488	Poland	Poland	Poland	Poland	153
1.93	71.090243902439	Poland	Poland	Poland	Poland	153
1.85	71.5951219512195	Poland	Poland	Poland	Poland	153
1.798	71.6951219512195	Poland	Poland	Poland	Poland	153
1.61	71.8926829268293	Poland	Poland	Poland	Poland	153
1.58	72.2463414634146	Poland	Poland	Poland	Poland	153
1.513	72.6463414634146	Poland	Poland	Poland	Poland	153
1.44	72.9975609756098	Poland	Poland	Poland	Poland	153
1.37	73.0439024390244	Poland	Poland	Poland	Poland	153
1.35	73.7487804878049	Poland	Poland	Poland	Poland	153
1.31	74.2	Poland	Poland	Poland	Poland	153
1.25	74.4975609756098	Poland	Poland	Poland	Poland	153
1.22	74.5975609756098	Poland	Poland	Poland	Poland	153
1.23	74.8463414634146	Poland	Poland	Poland	Poland	153
1.24	74.9951219512195	Poland	Poland	Poland	Poland	153
1.27	75.1439024390244	Poland	Poland	Poland	Poland	153
1.31	75.2439024390244	Poland	Poland	Poland	Poland	153
1.39	75.5439024390244	Poland	Poland	Poland	Poland	153
1.4	75.6951219512195	Poland	Poland	Poland	Poland	153
1.38	76.2463414634146	Poland	Poland	Poland	Poland	153
1.3	76.7463414634146	Poland	Poland	Poland	Poland	153
4.657	68.9309024390244	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
4.547	69.1459512195122	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
4.411	69.3397317073171	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
4.252	69.5408292682927	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
4.075	69.7711951219512	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
3.888	70.0392195121951	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
3.703	70.3451951219512	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
3.53	70.668	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
3.377	70.9915365853659	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
3.248	71.3113414634146	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
3.146	71.6235853658537	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
3.068	71.9269512195122	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
3.006	72.2211707317073	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.955	72.5028780487805	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.908	72.7680731707317	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.864	73.0092682926829	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.818	73.2213902439025	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.769	73.400243902439	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.718	73.5490731707317	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.664	73.6707073170732	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.607	73.7759268292683	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.548	73.877	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.49	73.9843658536585	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.436	74.101512195122	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.387	74.2259756097561	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.344	74.3442926829268	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.308	74.437512195122	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.279	74.4899024390244	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.256	74.4967073170732	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.236	74.4636829268293	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.219	74.3985853658537	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.201	74.3151463414634	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.179	74.2374878048781	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.153	74.1916585365854	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.123	74.1976829268293	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.087	74.2885853658537	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
1.94	74.4918292682927	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
1.9	74.8102195121951	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
1.9	75.229512195122	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
1.97425	75.731	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
2.0485	76.6892682926829	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
1.9346	77.0668292682927	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
1.8317	77.7604878048781	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
1.7624	78.0712195121951	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
1.7822	78.1758536585366	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
1.7702	78.2960975609756	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
1.7123	78.4163414634146	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
1.6505	78.4258536585366	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
1.6516	78.5589268292683	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
1.6528	78.8069756097561	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
1.797	78.9132926829268	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
1.782	79.0281463414634	Puerto Rico	Puerto Rico	Puerto Rico	Puerto Rico	155
6.528	68.0477317073171	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
6.54	68.3919756097561	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
6.526	68.7226829268293	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
6.474	69.0443658536585	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
6.38	69.3604878048781	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
6.244	69.6675609756098	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
6.076	69.9606097560976	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
5.892	70.2336097560976	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
5.709	70.4820975609756	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
5.535	70.7060487804878	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
5.376	70.9079512195122	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
5.236	71.0903170731707	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
5.113	71.2606341463415	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
5.003	71.4238780487805	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
4.906	71.5855853658537	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
4.82	71.7492682926829	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
4.742	71.9189268292683	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
4.669	72.0935853658537	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
4.598	72.272756097561	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
4.526	72.4569512195122	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
4.453	72.6436829268293	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
4.379	72.8309512195122	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	West Bank and Gaza	211
3.006	63.0365853658537	Portugal	Portugal	Portugal	Portugal	154
3.183	63.4655609756098	Portugal	Portugal	Portugal	Portugal	154
3.213	63.8908780487805	Portugal	Portugal	Portugal	Portugal	154
3.084	64.3105609756098	Portugal	Portugal	Portugal	Portugal	154
3.153	64.7231951219512	Portugal	Portugal	Portugal	Portugal	154
3.078	65.1288536585366	Portugal	Portugal	Portugal	Portugal	154
3.052	65.5266829268293	Portugal	Portugal	Portugal	Portugal	154
2.996	65.9187804878049	Portugal	Portugal	Portugal	Portugal	154
2.902	66.3066341463415	Portugal	Portugal	Portugal	Portugal	154
2.849	66.6917317073171	Portugal	Portugal	Portugal	Portugal	154
2.759	67.0731707317073	Portugal	Portugal	Portugal	Portugal	154
2.799	66.7707317073171	Portugal	Portugal	Portugal	Portugal	154
2.697	68.3243902439024	Portugal	Portugal	Portugal	Portugal	154
2.655	67.5243902439024	Portugal	Portugal	Portugal	Portugal	154
2.599	68.019512195122	Portugal	Portugal	Portugal	Portugal	154
2.517	68.309756097561	Portugal	Portugal	Portugal	Portugal	154
2.569	68.8609756097561	Portugal	Portugal	Portugal	Portugal	154
2.448	70.0121951219512	Portugal	Portugal	Portugal	Portugal	154
2.231	70.3170731707317	Portugal	Portugal	Portugal	Portugal	154
2.112	71.1682926829268	Portugal	Portugal	Portugal	Portugal	154
2.19	71.2146341463415	Portugal	Portugal	Portugal	Portugal	154
2.144	71.6146341463415	Portugal	Portugal	Portugal	Portugal	154
2.19	72.4146341463415	Portugal	Portugal	Portugal	Portugal	154
1.946	72.2658536585366	Portugal	Portugal	Portugal	Portugal	154
1.92	72.5146341463415	Portugal	Portugal	Portugal	Portugal	154
1.74	72.8146341463415	Portugal	Portugal	Portugal	Portugal	154
1.63	73.2658536585366	Portugal	Portugal	Portugal	Portugal	154
1.57	73.6658536585366	Portugal	Portugal	Portugal	Portugal	154
